scale,fullID,primary_category_code,primary_prop,primary_label,secondary_category_code,secondary_prop,secondary_label,prop_sum
100 m,Q624-4_150_GRTS_PossibleCaARU_sample_draw_base,TrBOG,0.6293882477477931,Treed Bog,OBOG,0.2833163226676207,Open Bog,0.9127045704154138
1 km,Q624-4_150_GRTS_PossibleCaARU_sample_draw_base,TrFEN,0.4096470530621285,Treed Fen,TrBOG,0.21876490355717063,Treed Bog,0.6284119566192992
1 m,Q628-2_47_GRTS_PossibleCaARU_sample_draw_base,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,Q628-2_47_GRTS_PossibleCaARU_sample_draw_base,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,Q628-2_47_GRTS_PossibleCaARU_sample_draw_base,TrBOG,0.8142047825911943,Treed Bog,TrFEN,0.10902904023767843,Treed Fen,0.9232338228288728
1 km,Q628-2_47_GRTS_PossibleCaARU_sample_draw_base,OBOG,0.35970605580633597,Open Bog,TrBOG,0.3080274173105141,Treed Bog,0.66773347311685
1 m,Q629-2_153_GRTS_PossibleCaARU_sample_draw_base,TrBOG,1,Treed Bog,NA,NA,NA,NA
50 m,Q629-2_153_GRTS_PossibleCaARU_sample_draw_base,TrBOG,1,Treed Bog,NA,NA,NA,NA
100 m,Q629-2_153_GRTS_PossibleCaARU_sample_draw_base,TrBOG,0.8874475913255171,Treed Bog,TrFEN,0.1125524086744829,Treed Fen,1
1 km,Q629-2_153_GRTS_PossibleCaARU_sample_draw_base,TrFEN,0.43968070858100217,Treed Fen,TrBOG,0.32864958990262005,Treed Bog,0.7683302984836222
1 m,Q629-8_156_GRTS_PossibleCaARU_sample_draw_base,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,Q629-8_156_GRTS_PossibleCaARU_sample_draw_base,OBOG,0.9972873384636042,Open Bog,TrBOG,0.002712661536395784,Treed Bog,1
100 m,Q629-8_156_GRTS_PossibleCaARU_sample_draw_base,OBOG,0.9084322540418754,Open Bog,TrBOG,0.09156774595812459,Treed Bog,1
1 km,Q629-8_156_GRTS_PossibleCaARU_sample_draw_base,TrBOG,0.5575215410558474,Treed Bog,OBOG,0.19970088870336286,Open Bog,0.7572224297592103
1 m,Q637-5_160_GRTS_PossibleCaARU_sample_draw_base,OBOG,1,Open Bog,NA,NA,NA,NA
50 m,Q637-5_160_GRTS_PossibleCaARU_sample_draw_base,OBOG,0.6840575778682353,Open Bog,TrBOG,0.31594242213176477,Treed Bog,1
100 m,Q637-5_160_GRTS_PossibleCaARU_sample_draw_base,OBOG,0.5353004853019847,Open Bog,TrBOG,0.4646995146980153,Treed Bog,1
1 km,Q637-5_160_GRTS_PossibleCaARU_sample_draw_base,TrBOG,0.4052762641642442,Treed Bog,OBOG,0.3066590096957359,Open Bog,0.7119352738599801
